url,from,tras_from,search_from,to,trans_to,search_to,Route_start,Route_dest,1pax,2pax,3pax,4pax,5pax,6pax,7pax,8pax,9pax,10pax,11pax,12pax,13pax,14pax,15pax,16pax
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Brussels%20South%20Charleroi%20Airport%20(CRL)-to-Sint-Pieters-Leeuw?loc1_name=Brussels%20South%20Charleroi%20Airport%20(CRL)&loc2_name=Sint-Pieters-Leeuw&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJ5dmW29AowkcR0mB242btosQ&loc2=ChIJvySJ6akPw0cR__coJpmocn4&single=1&time1=10%3A00&time2=13%3A00&quote=1,Brussels%20South%20Charleroi%20Airport%20(CRL),Brussels South Charleroi Airport,Brussels South Charleroi Airport,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw ,"Sint-Pieters-Leeuw Sint-Pieters-Leeuw, Belgium",Brussels South Charleroi Airport (CRL),Sint-Pieters-Leeuw,,, 91.66, 147.60, 158.58, 137.00, 118.08, 101.84,, 561.34,, 574.69,, 588.05,, 270.00
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Montpellier%20Airport-to-Valras%20Plage?loc1_name=Montpellier%20Airport&loc2_name=Valras%20Plage&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJdVNPY7ikthIRLc1BPVGCK9o&loc2=ChIJNVKxJOUasRIRXl1tnE82kfI&single=1&time1=10%3A00&time2=13%3A00&quote=1,Montpellier%20Airport,Montpellier Mediterranee Airport MPL,Montpellier Mediterranee Airport MPL,Valras%20Plage,Valras-Plage ,"Valras-Plage Valras-Plage, France",Montpellier Airport,Valras Plage,,, 172.20, 348.09, 735.79, 213.30, 299.32, 255.96,, 1542.05,, 1757.49,, 1972.92,, 2243.79
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Pula%20Airport-to-Punta%20Kriza%20Island%20Of%20Cres?loc1_name=Pula%20Airport&loc2_name=Punta%20Kriza%20Island%20Of%20Cres&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJj59fN3stY0cRtMWfpN8kbEA&loc2=ChIJf411AvP9YkcR3azPhjq-Gww&single=1&time1=10%3A00&time2=13%3A00&quote=1,Pula%20Airport,Pula Airport,Pula Airport,Punta%20Kriza%20Island%20Of%20Cres,Punta KriÅ¾a ,"Punta Križa Drakovac, ulica Oleandrov, 51554, Punta Križa, Croatia",Pula Airport,"Punta Kriza, Island Of Cres",,, 254.61,,,, 339.48, 318.26,,,,,,,, 452.64
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Alicante%20Airport-to-Urbanova?loc1_name=Alicante%20Airport&loc2_name=Urbanova&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJM9oQTcZKYg0R8b65Jd5Fstw&loc2=ChIJxVIzei00zJQRHl0iq-h3XMM&single=1&time1=10%3A00&time2=13%3A00&quote=1,Alicante%20Airport,Alicante Airport ALC,Alicante Airport ALC,Urbanova,Urbanova ,"Urbanova Urbanova, São José dos Campos - SP, 12244-450, Brazil",Alicante Airport,Urbanova,,,,,,,,,,,,,,,,
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Mallorca%20Airport-to-Cala%20Mendia?loc1_name=Mallorca%20Airport&loc2_name=Cala%20Mendia&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJ8zXb9S-UlxIRVvm3aWXaMXA&loc2=ChIJXT6aViBElhIRL0lCVtAiWQU&single=1&time1=10%3A00&time2=13%3A00&quote=1,Mallorca%20Airport,Palma de Mallorca Airport PMI,Palma de Mallorca Airport PMI,Cala%20Mendia,Cala Mendia ,"Cala Mendia Cala Mendia, Spain",Mallorca Airport,Cala Mendia,,, 102.09,,, 139.38, 265.24, 135.30,,, 187.48, 161.01,,,, 178.60
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Porto%20Airport-to-Vila%20Real?loc1_name=Porto%20Airport&loc2_name=Vila%20Real&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJrStKYWRvJA0R0TlgbYpXGhU&loc2=ChIJL_SzFKlLOw0RA3aSE13pF0w&single=1&time1=10%3A00&time2=13%3A00&quote=1,Porto%20Airport,Francisco SÃ¡ Carneiro Airport OPO,Francisco Sá Carneiro Airport OPO,Vila%20Real,Vila Real ,"Vila Real 5000 Vila Real, Portugal",Porto Airport,Vila Real,,, 107.01, 146.12,, 116.85, 170.48, 182.66,,,,,, 340.96,,
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Ajaccio%20Airport-to-Ajaccio%20(Sanguinaire)?loc1_name=Ajaccio%20Airport&loc2_name=Ajaccio%20(Sanguinaire)&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJpYHYVfRq2hIRXpegIG5IhFM&loc2=ChIJF5Tt1M9d2hIRgRuY2QUcuWE&single=1&time1=10%3A00&time2=13%3A00&quote=1,Ajaccio%20Airport,Ajaccio Napoleon Bonaparte Airport AJA,Ajaccio Napoleon Bonaparte Airport AJA,Ajaccio%20(Sanguinaire),Archipel des Sanguinaires ,"Archipel des Sanguinaires Archipel des Sanguinaires, Ajaccio, France",Ajaccio Airport,Ajaccio (Sanguinaire),,, 87.35, 263.64, 283.16,, 58.30, 113.57,, 632.79,, 721.78,, 866.77,, 1117.09
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Hannover%20Airport-to-Wolfenbüttel?loc1_name=Hannover%20Airport&loc2_name=Wolfenbüttel&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJsVaQUBdysEcR5dBzTIRLQ-Q&loc2=ChIJfX8GUYlepUcRnVPNF2UsH50&single=1&time1=10%3A00&time2=13%3A00&quote=1,Hannover%20Airport,Hannover Airport HAJ,Hannover Airport HAJ,Wolfenbüttel,WolfenbÃ¼ttel ,"Wolfenbüttel Wolfenbüttel, Germany",Hannover Airport,Wolfenbüttel,,, 298.46, 327.04, 335.50,, 339.71, 342.05,, 791.32,, 824.89,, 852.18,, 1228.21
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Krakow%20Balice%20Airport-to-Dabrowa%20Gornicza?loc1_name=Krakow%20Balice%20Airport&loc2_name=Dabrowa%20Gornicza&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJVRM-uydZFkcRSXukEJ66O7k&loc2=ChIJc0lgzAXcFkcRjKT4eJ67_fs&single=1&time1=10%3A00&time2=13%3A00&quote=1,Krakow%20Balice%20Airport,Lotnisko Balice,Lotnisko Balice,Dabrowa%20Gornicza,Dabrowa Gornicza ,Dabrowa Gornicza,Krakow Balice Airport,Dabrowa Gornicza,,, 74.00, 84.13,, 154.39, 114.76, 86.10,,,, 251.79,,,, 251.79
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Krakow%20Balice%20Airport-to-Katowice?loc1_name=Krakow%20Balice%20Airport&loc2_name=Katowice&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJVRM-uydZFkcRSXukEJ66O7k&loc2=ChIJ0cyhNiPOFkcRu_pZBTUqr7k&single=1&time1=10%3A00&time2=13%3A00&quote=1,Krakow%20Balice%20Airport,Lotnisko Balice,Lotnisko Balice,Katowice,Katowice ,"Katowice Katowice, Poland",Krakow Balice Airport,Katowice,,, 71.09, 79.46,, 154.39, 111.83, 87.82,,,, 244.50,,,, 244.50
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Krakow%20Balice%20Airport-to-Gliwice?loc1_name=Krakow%20Balice%20Airport&loc2_name=Gliwice&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJVRM-uydZFkcRSXukEJ66O7k&loc2=ChIJX7FmbGAwEUcREerLBp-ovJs&single=1&time1=10%3A00&time2=13%3A00&quote=1,Krakow%20Balice%20Airport,Lotnisko Balice,Lotnisko Balice,Gliwice,Gliwice ,"Gliwice Gliwice, Poland",Krakow Balice Airport,Gliwice,,, 96.00, 113.16,, 185.27, 149.89, 110.70,,,, 246.00,,,, 258.30
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Krakow%20Balice%20Airport-to-Czestochowa?loc1_name=Krakow%20Balice%20Airport&loc2_name=Czestochowa&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJVRM-uydZFkcRSXukEJ66O7k&loc2=ChIJr6gsTsW1EEcRNoIXGk0NT4U&single=1&time1=10%3A00&time2=13%3A00&quote=1,Krakow%20Balice%20Airport,Lotnisko Balice,Lotnisko Balice,Czestochowa,Cz?stochowa ,"Cz?stochowa Cz?stochowa, Poland",Krakow Balice Airport,Czestochowa,,, 109.47, 125.46,, 220.64, 193.24, 127.92,,,, 478.05,,,, 319.80
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Krakow%20Balice%20Airport-to-Busko-Zdroj?loc1_name=Krakow%20Balice%20Airport&loc2_name=Busko-Zdroj&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJVRM-uydZFkcRSXukEJ66O7k&loc2=ChIJzysaAT_CF0cRr4lr_HjYw2s&single=1&time1=10%3A00&time2=13%3A00&quote=1,Krakow%20Balice%20Airport,Lotnisko Balice,Lotnisko Balice,Busko-Zdroj,Busko-ZdrÃ³j ,"Busko-Zdrój 28-100 Busko-Zdrój, Poland",Krakow Balice Airport,Busko-Zdroj,,, 108.24, 143.91,, 225.69, 207.87, 123.00,,,, 489.00,,,, 489.00
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Krakow%20Balice%20Airport-to-Bielsko-Biala?loc1_name=Krakow%20Balice%20Airport&loc2_name=Bielsko-Biala&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJVRM-uydZFkcRSXukEJ66O7k&loc2=ChIJe1CA3WOfFkcRp-NP-of1EWg&single=1&time1=10%3A00&time2=13%3A00&quote=1,Krakow%20Balice%20Airport,Lotnisko Balice,Lotnisko Balice,Bielsko-Biala,Bielsko-Biala ,"Bielsko-Biala Bielsko-Biala, Poland",Krakow Balice Airport,Bielsko-Biala,,, 88.56, 100.86,, 185.27, 164.17, 111.93,,,, 314.42,,,, 332.08
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Rhodes%20Airport-to-Kolimbia?loc1_name=Rhodes%20Airport&loc2_name=Kolimbia&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJEXCeyWd7lRQRjxo6C8KHT14&loc2=ChIJme0M8GBulRQRao3R920MdN0&single=1&time1=10%3A00&time2=13%3A00&quote=1,Rhodes%20Airport,Rhodes International Airport Diagoras RHO,Rhodes International Airport Diagoras RHO,Kolimbia,Kolympia ,"Kolympia Kolympia, Greece",Rhodes Airport,Kolimbia,, 77.80, 43.05, 60.27, 1169.47, 59.41, 60.27, 55.35,,,, 97.17, 86.10, 96.15,, 115.99
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Rhodes%20Airport-to-Pefkos%20Rhodes?loc1_name=Rhodes%20Airport&loc2_name=Pefkos%20Rhodes&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJEXCeyWd7lRQRjxo6C8KHT14&loc2=ChIJj8cRq9ZhlRQRQscvnKZQoxo&single=1&time1=10%3A00&time2=13%3A00&quote=1,Rhodes%20Airport,Rhodes International Airport Diagoras RHO,Rhodes International Airport Diagoras RHO,Pefkos%20Rhodes,Pefkos ,"Pefkos Rhodes 851 00, Greece",Rhodes Airport,"Pefkos, Rhodes",, 56.58, 30.75, 45.39, 379.82, 42.43, 40.59, 43.05,,,, 61.50, 70.72, 65.97,, 86.28
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Rhodes%20Airport-to-Rhodes%20Port%20(Mandraki%20Marina)?loc1_name=Rhodes%20Airport&loc2_name=Rhodes%20Port%20(Mandraki%20Marina)&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJEXCeyWd7lRQRjxo6C8KHT14&loc2=ChIJVwLVO-ZhlRQRbOyytkD_ZmI&single=1&time1=10%3A00&time2=13%3A00&quote=1,Rhodes%20Airport,Rhodes International Airport Diagoras RHO,Rhodes International Airport Diagoras RHO,Rhodes%20Port%20(Mandraki%20Marina),Mandraki Port ,"Mandraki Port Plotarchou Plessa 2, Rodos 851 00, Greece",Rhodes Airport,Rhodes Port (Mandraki Marina),, 56.58, 30.75, 44.28, 379.82, 44.28, 40.59, 43.05,,, 61.50,, 70.72, 65.97,, 89.11
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Rhodes%20Airport-to-Afantou?loc1_name=Rhodes%20Airport&loc2_name=Afantou&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJEXCeyWd7lRQRjxo6C8KHT14&loc2=ChIJhwn9KNhxlRQRgLG54iy9AAQ&single=1&time1=10%3A00&time2=13%3A00&quote=1,Rhodes%20Airport,Rhodes International Airport Diagoras RHO,Rhodes International Airport Diagoras RHO,Afantou,Afantou ,"Afantou Afantou 851 03, Greece",Rhodes Airport,Afantou,, 77.80, 36.90, 46.74, 1090.04, 56.58, 49.20, 49.20,,,, 79.95, 79.95, 78.60,, 96.19
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Rhodes%20Airport-to-Lalysos?loc1_name=Rhodes%20Airport&loc2_name=Lalysos&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJEXCeyWd7lRQRjxo6C8KHT14&loc2=ChIJ7cI0-ZljlRQR4LG54iy9AAQ&single=1&time1=10%3A00&time2=13%3A00&quote=1,Rhodes%20Airport,Rhodes International Airport Diagoras RHO,Rhodes International Airport Diagoras RHO,Lalysos,Ialysos ,"Ialysos Ialysos 851 01, Greece",Rhodes Airport,Lalysos,, 55.17, 21.22, 37.64, 288.56, 31.58, 31.98, 33.69,,,, 79.95, 61.50, 51.93,, 72.14
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Rhodes%20Airport-to-Kolympia?loc1_name=Rhodes%20Airport&loc2_name=Kolympia&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJEXCeyWd7lRQRjxo6C8KHT14&loc2=ChIJme0M8GBulRQRao3R920MdN0&single=1&time1=10%3A00&time2=13%3A00&quote=1,Rhodes%20Airport,Rhodes International Airport Diagoras RHO,Rhodes International Airport Diagoras RHO,Kolympia,Kolympia ,"Kolympia Kolympia, Greece",Rhodes Airport,Kolympia,, 77.80, 43.05, 60.27, 1169.47, 59.41, 60.27, 55.35,,,, 97.17, 86.10, 96.15,, 115.99
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Rhodes%20Airport-to-Kameiros?loc1_name=Rhodes%20Airport&loc2_name=Kameiros&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJEXCeyWd7lRQRjxo6C8KHT14&loc2=ChIJAYIhxYGdlRQRCmwlYYyvUHM&single=1&time1=10%3A00&time2=13%3A00&quote=1,Rhodes%20Airport,Rhodes International Airport Diagoras RHO,Rhodes International Airport Diagoras RHO,Kameiros,Kameiros ,"Kameiros Kameiros 851 06, Greece",Rhodes Airport,Kameiros,, 63.64, 30.23, 44.28, 939.54, 44.28, 41.82, 47.74,,,, 67.65, 87.51, 62.05,, 81.18
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Rhodes%20Airport-to-Kallithea%20Rhodes?loc1_name=Rhodes%20Airport&loc2_name=Kallithea%20Rhodes&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJEXCeyWd7lRQRjxo6C8KHT14&loc2=ChIJNSlQc25llRQRALK54iy9AAQ&single=1&time1=10%3A00&time2=13%3A00&quote=1,Rhodes%20Airport,Rhodes International Airport Diagoras RHO,Rhodes International Airport Diagoras RHO,Kallithea%20Rhodes,Kallithea ,"Kallithea Kallithea 851 05, Greece",Rhodes Airport,"Kallithea, Rhodes",, 56.58, 30.75, 44.28, 821.71, 45.26, 40.59, 43.05,,,,, 67.65, 73.55,, 88.56
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Rhodes%20Airport-to-Kallithea%20Athens?loc1_name=Rhodes%20Airport&loc2_name=Kallithea%20Athens&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJEXCeyWd7lRQRjxo6C8KHT14&loc2=ChIJVYpXVFW8oRQRV18TvEjjRK8&single=1&time1=10%3A00&time2=13%3A00&quote=1,Rhodes%20Airport,Rhodes International Airport Diagoras RHO,Rhodes International Airport Diagoras RHO,Kallithea%20Athens,Athens Avenue Hotel ,"Athens Avenue Hotel Leof. Andrea Siggrou 182, Kallithea 176 71, Greece",Rhodes Airport,"Kallithea, Athens",,,,,,,,,,,,,,,,
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Rhodes%20Airport-to-Prasonisi?loc1_name=Rhodes%20Airport&loc2_name=Prasonisi&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJEXCeyWd7lRQRjxo6C8KHT14&loc2=ChIJjfbeFm1SlBQR9UwmpF6B7S8&single=1&time1=10%3A00&time2=13%3A00&quote=1,Rhodes%20Airport,Rhodes International Airport Diagoras RHO,Rhodes International Airport Diagoras RHO,Prasonisi,Prasonisi ,"Prasonisi Prasonisi, Greece",Rhodes Airport,Prasonisi,, 190.96, 135.30, 150.55, 2412.05, 162.67, 140.22, 159.90,,,,, 184.50, 235.79,, 263.10
